INSTANCE,MARKING_ITER0,TABLE_ITER0,MARKING_ITER1,TABLE_ITER1,MARKING_ITER2,TABLE_ITER2,MARKING_ITER3,TABLE_ITER3,MARKING_ITER4,TABLE_ITER4,MARKING_ITER5,TABLE_ITER5,MARKING_ITER6,TABLE_ITER6,MARKING_ITER7,TABLE_ITER7,MARKING_ITER8,TABLE_ITER8,MARKING_ITER9,TABLE_ITER9,MARKING_ITER10,TABLE_ITER10,MARKING_ITER11,TABLE_ITER11,MARKING_ITER12,TABLE_ITER12,MARKING_ITER13,TABLE_ITER13,MARKING_ITER14,TABLE_ITER14,MARKING_ITER15,TABLE_ITER15,MARKING_ITER16,TABLE_ITER16,MARKING_ITER17,TABLE_ITER17,MARKING_ITER18,TABLE_ITER18,MARKING_ITER19,TABLE_ITER19,MARKING_ITER20,TABLE_ITER20,MARKING_ITER21,TABLE_ITER21,MARKING_ITER22,TABLE_ITER22,MARKING_ITER23,TABLE_ITER23,MARKING_ITER24,TABLE_ITER24,MARKING_ITER25,TABLE_ITER25,MARKING_ITER26,TABLE_ITER26,MARKING_ITER27,TABLE_ITER27,MARKING_ITER28,TABLE_ITER28,MARKING_ITER29,TABLE_ITER29,MARKING_ITER30,TABLE_ITER30,MARKING_ITER31,TABLE_ITER31,MARKING_ITER32,TABLE_ITER32,MARKING_ITER33,TABLE_ITER33,MARKING_ITER34,TABLE_ITER34,MARKING_ITER35,TABLE_ITER35,MARKING_ITER36,TABLE_ITER36,MARKING_ITER37,TABLE_ITER37,MARKING_ITER38,TABLE_ITER38,MARKING_ITER39,TABLE_ITER39,MARKING_ITER40,TABLE_ITER40,MARKING_ITER41,TABLE_ITER41,MARKING_ITER42,TABLE_ITER42,MARKING_ITER43,TABLE_ITER43,MARKING_ITER44,TABLE_ITER44,MARKING_ITER45,TABLE_ITER45,MARKING_ITER46,TABLE_ITER46,MARKING_ITER47,TABLE_ITER47,MARKING_ITER48,TABLE_ITER48,MARKING_ITER49,TABLE_ITER49,MARKING_ITER50,TABLE_ITER50,MARKING_ITER51,TABLE_ITER51,
lamport,15,31,44,504,90,1663,88,2577,62,3073,
read-write,17,35,107,815,270,3274,301,5904,274,7220,265,8191,262,8961,243,9556,236,9870,
peterson,18,38,62,693,136,2193,189,4295,198,5832,181,6638,
kanban,38,59,111,2023,413,9372,1174,35632,2422,93522,3403,177348,4881,300818,4090,407417,3105,490501,1836,531698,1477,558592,1132,571580,1007,573432,887,574308,889,574426,790,574568,789,574602,768,574669,
newdekker,20,42,77,817,925,8389,1168,23463,1374,37995,1070,47120,945,50744,895,51704,
newrtp,13,24,20,331,20,498,29,632,28,845,29,935,
